CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
90154491,1,1,1,M,33,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90154539,1,1,2,F,19,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90154549,1,1,2,M,45,1,3,M,H,1,IMPERIAL,UNINCORPORATED,2016
90154549,1,2,2,M,45,1,6,M,G,2,IMPERIAL,UNINCORPORATED,2016
90154549,1,3,1,F,22,2,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90154549,1,4,2,M,24,2,4,M,H,1,IMPERIAL,UNINCORPORATED,2016
90156139,1,1,1,M,85,1,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90156180,1,1,1,M,35,2,1,P,D,1,IMPERIAL,UNINCORPORATED,2016
90156707,2,1,1,M,41,4,1,M,G,0,IMPERIAL,EL CENTRO,2016
90158019,1,1,2,M,17,4,8,P,G,0,IMPERIAL,UNINCORPORATED,2016
90158019,1,2,2,F,16,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90158019,1,3,2,F,18,0,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90158019,1,4,2,M,16,0,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90158019,1,5,2,M,15,0,8,P,G,0,IMPERIAL,UNINCORPORATED,2016
90158374,1,1,1,F,34,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90158374,1,2,2,M,32,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90158374,1,3,2,M,7,0,7,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90158374,1,4,2,M,4,0,4,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90158775,1,1,2,M,34,1,7,P,H,0,IMPERIAL,UNINCORPORATED,2016
90158775,1,2,2,M,34,1,4,P,H,0,IMPERIAL,UNINCORPORATED,2016
90158775,1,3,2,M,27,2,0,P,H,0,IMPERIAL,UNINCORPORATED,2016
90158775,1,4,2,M,33,2,9,P,H,0,IMPERIAL,UNINCORPORATED,2016
90158775,1,5,2,M,29,2,6,P,H,0,IMPERIAL,UNINCORPORATED,2016
90158775,1,6,1,F,30,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90159405,1,1,1,M,46,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90159405,1,2,2,M,69,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90159418,1,1,2,M,19,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90159988,1,1,1,F,23,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90159988,2,1,1,M,50,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90162524,1,1,1,F,37,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90165450,1,1,1,M,73,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90165450,1,2,2,F,70,0,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90166509,1,1,1,M,58,3,1,P,W,0,IMPERIAL,EL CENTRO,2016
90167670,2,1,2,M,51,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90167670,2,2,2,M,40,0,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90167670,2,3,2,M,27,0,5,M,G,0,IMPERIAL,UNINCORPORATED,2016
90167670,2,4,2,M,52,0,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
90167670,2,5,2,M,71,3,7,M,G,0,IMPERIAL,UNINCORPORATED,2016
90167670,2,6,2,M,56,0,9,M,G,0,IMPERIAL,UNINCORPORATED,2016
90167670,3,1,3,M,56,4,0,-,P,0,IMPERIAL,UNINCORPORATED,2016
90171474,1,1,1,M,34,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90171908,1,1,4,F,61,3,1,-,W,2,IMPERIAL,UNINCORPORATED,2016
90171970,1,1,1,M,64,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90171970,1,2,2,M,54,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90172114,1,1,2,M,68,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90172114,1,2,2,M,13,0,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
90172114,2,1,1,F,51,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90172114,2,2,2,M,63,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90172132,1,1,1,F,29,2,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90172132,2,1,1,F,30,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90173002,1,1,1,M,47,1,1,B,B,0,IMPERIAL,UNINCORPORATED,2016
90173002,1,2,2,F,45,1,3,B,B,0,IMPERIAL,UNINCORPORATED,2016
90173002,1,3,2,F,2,1,5,B,B,0,IMPERIAL,UNINCORPORATED,2016
90173002,2,1,1,M,59,1,1,P,B,1,IMPERIAL,UNINCORPORATED,2016
90173390,1,1,1,F,21,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90173390,2,1,1,F,46,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90174511,1,1,1,M,31,4,1,M,H,1,IMPERIAL,UNINCORPORATED,2016
90175074,1,1,1,M,38,2,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90175074,1,2,2,F,33,3,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90175305,2,1,2,F,57,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90177836,1,1,1,F,30,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90177836,2,1,2,F,19,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90178144,2,1,1,M,22,4,1,M,G,0,IMPERIAL,EL CENTRO,2016
90178901,1,1,2,F,40,3,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90178901,1,2,2,F,61,0,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90179072,2,1,1,F,32,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90179072,2,2,2,F,28,0,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90179072,2,3,2,F,998,0,4,L,Q,0,IMPERIAL,UNINCORPORATED,2016
90179072,2,4,2,F,998,0,6,M,Q,0,IMPERIAL,UNINCORPORATED,2016
90179095,1,1,1,M,58,3,1,P,W,1,IMPERIAL,UNINCORPORATED,2016
90181457,1,1,1,M,22,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90181457,2,1,2,M,45,0,7,P,B,0,IMPERIAL,UNINCORPORATED,2016
90182542,1,1,1,F,29,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90182542,2,1,2,F,44,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90182542,2,2,1,M,43,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90182602,1,1,1,M,78,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90183282,1,1,1,M,18,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90184643,1,1,1,F,65,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90184643,1,2,2,F,30,4,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90184643,1,3,2,M,41,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90184643,1,4,2,F,9,0,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90184643,1,5,2,F,6,0,5,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90186085,1,1,1,F,31,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90186085,1,2,2,F,7,0,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90186418,1,1,1,F,26,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90186418,1,2,2,M,3,2,4,P,T,1,IMPERIAL,UNINCORPORATED,2016
90186418,1,3,2,M,1,3,6,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90186418,1,4,2,F,20,4,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90186430,1,1,1,M,65,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90187182,1,1,1,M,53,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90187182,2,1,1,F,53,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90187182,2,2,2,M,71,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90187190,1,1,2,M,39,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90187190,2,1,1,F,22,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90187950,1,1,1,F,19,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90190021,1,1,1,M,28,3,1,M,F,0,IMPERIAL,UNINCORPORATED,2016
90191226,1,1,1,M,55,2,1,P,W,1,IMPERIAL,UNINCORPORATED,2016
90191629,1,1,1,M,49,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90191629,1,2,2,M,25,0,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90191629,1,3,2,M,22,0,4,L,G,0,IMPERIAL,UNINCORPORATED,2016
90191629,3,1,1,F,23,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90191629,3,2,2,F,17,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90191629,3,3,2,F,17,0,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
90191629,3,4,2,F,13,0,4,M,H,0,IMPERIAL,UNINCORPORATED,2016
90192052,1,1,1,M,26,3,1,L,H,1,IMPERIAL,UNINCORPORATED,2016
90192476,1,1,2,F,33,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90192476,1,2,2,F,13,0,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90192476,1,3,2,F,8,0,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90192476,1,4,2,M,4,0,5,P,G,0,IMPERIAL,UNINCORPORATED,2016
90192476,2,1,1,F,49,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90192764,1,1,1,M,29,3,1,P,W,0,IMPERIAL,UNINCORPORATED,2016
90193001,1,1,1,M,52,4,5,P,G,0,IMPERIAL,UNINCORPORATED,2016
90194183,1,1,1,M,24,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90194183,2,1,2,M,12,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90194183,2,2,2,F,6,0,4,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90194183,2,3,2,M,8,0,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90194192,1,1,1,M,24,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90194268,1,1,1,M,55,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
9019545,1,1,2,M,89,0,3,M,G,0,IMPERIAL,EL CENTRO,2019
9019545,2,1,3,F,43,7,9,P,-,3,IMPERIAL,EL CENTRO,2019
9019593,1,1,2,M,18,0,4,M,G,0,IMPERIAL,EL CENTRO,2019
9019593,1,2,2,F,17,4,6,M,G,0,IMPERIAL,EL CENTRO,2019
9019593,1,3,2,F,18,4,3,M,G,0,IMPERIAL,EL CENTRO,2019
90196627,1,1,2,M,24,3,3,L,F,0,IMPERIAL,UNINCORPORATED,2016
90196645,1,1,2,M,63,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90196645,1,2,2,M,24,0,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90196645,1,3,2,F,23,0,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90196645,1,4,2,M,1,0,8,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90196645,2,1,2,M,45,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90196645,2,2,2,F,70,4,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90196645,2,3,2,M,9,4,5,P,G,0,IMPERIAL,UNINCORPORATED,2016
90196645,2,4,2,F,17,4,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90196645,2,5,1,F,38,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
9019682,2,1,3,F,61,6,9,-,-,3,IMPERIAL,EL CENTRO,2019
9019682,3,1,3,M,61,7,9,-,-,3,IMPERIAL,EL CENTRO,2019
90196933,1,1,1,M,23,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90196933,1,2,2,M,18,4,6,P,H,0,IMPERIAL,UNINCORPORATED,2016
90196933,1,3,2,M,34,4,4,P,H,0,IMPERIAL,UNINCORPORATED,2016
9019694,2,1,1,F,27,7,1,M,G,0,IMPERIAL,EL CENTRO,2019
90197720,1,1,1,M,43,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90197720,1,2,2,M,49,3,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90197720,1,3,2,M,47,4,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90197720,1,4,2,F,39,3,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90197914,1,1,1,M,72,3,1,P,G,0,IMPERIAL,UNINCORPORATED,2016
90198370,1,1,1,F,78,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90199254,1,1,1,F,23,3,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90201551,2,1,1,M,39,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90202315,1,1,1,M,52,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90202410,1,1,1,M,77,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90202905,1,1,1,F,21,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90202905,2,1,1,M,37,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90204432,1,1,1,M,69,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90204432,1,2,2,F,67,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90204432,2,1,2,M,55,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90204435,1,1,1,F,28,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90206318,1,1,1,F,26,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90206318,2,1,2,M,26,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90206504,1,1,1,F,24,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90208831,1,1,1,F,35,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90208831,1,2,2,F,61,3,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90208864,1,1,1,M,19,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90210733,1,1,1,M,53,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90211344,1,1,1,M,17,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90211695,1,1,1,M,33,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90212349,1,1,1,M,57,3,1,P,G,0,IMPERIAL,UNINCORPORATED,2016
90212394,2,1,1,M,35,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90212852,1,1,1,M,18,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90212861,1,1,1,F,23,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90212861,2,1,2,F,23,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90213367,1,1,1,F,63,3,1,P,G,0,IMPERIAL,UNINCORPORATED,2016
90213367,1,2,2,M,67,0,3,P,G,0,IMPERIAL,UNINCORPORATED,2016
90214535,1,1,1,F,32,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90214535,1,2,2,M,5,4,5,M,Q,0,IMPERIAL,UNINCORPORATED,2016
90215039,1,1,1,M,64,3,1,P,D,0,IMPERIAL,UNINCORPORATED,2016
90215417,2,1,1,F,50,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90215417,2,2,2,F,26,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90215596,2,1,1,M,29,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90215603,2,1,1,M,59,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90216853,1,1,2,M,6,4,6,M,Q,0,IMPERIAL,UNINCORPORATED,2016
90216853,1,2,1,F,30,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90216853,2,1,2,F,8,4,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90216853,2,2,2,M,8,4,5,M,G,0,IMPERIAL,UNINCORPORATED,2016
90216853,2,3,2,M,8,4,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
90216853,2,4,2,-,9,4,4,M,G,0,IMPERIAL,UNINCORPORATED,2016
90216853,2,5,2,M,27,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90216984,2,1,1,M,51,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90217132,1,1,1,M,46,1,1,P,W,1,IMPERIAL,UNINCORPORATED,2016
90217408,1,1,1,M,49,4,1,P,G,0,IMPERIAL,UNINCORPORATED,2016
90217651,1,1,1,M,42,4,1,L,G,0,IMPERIAL,BRAWLEY,2016
90217651,2,1,2,F,47,4,3,M,G,0,IMPERIAL,BRAWLEY,2016
90217651,2,2,1,M,48,4,1,L,G,0,IMPERIAL,BRAWLEY,2016
90218374,1,1,1,F,26,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90218777,1,1,2,F,71,1,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90218777,1,2,1,F,48,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90218777,1,3,2,F,12,3,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90218777,2,1,1,F,24,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90219183,2,1,1,F,27,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90219183,2,2,2,F,34,3,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90219183,2,3,2,F,5,0,4,M,Q,0,IMPERIAL,UNINCORPORATED,2016
90219183,2,4,2,F,8,0,6,M,Q,0,IMPERIAL,UNINCORPORATED,2016
90219619,1,1,1,M,20,3,1,L,G,0,IMPERIAL,EL CENTRO,2016
90219781,1,1,1,F,45,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90221215,1,1,1,M,65,2,1,M,H,1,IMPERIAL,UNINCORPORATED,2016
90221677,1,1,2,M,29,4,9,M,H,0,IMPERIAL,UNINCORPORATED,2016
90221677,1,2,2,M,16,0,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90221677,1,3,2,M,19,3,9,P,H,0,IMPERIAL,UNINCORPORATED,2016
90221677,1,4,2,M,35,4,9,P,H,0,IMPERIAL,UNINCORPORATED,2016
90221677,1,5,2,M,31,0,9,P,H,0,IMPERIAL,UNINCORPORATED,2016
90221677,1,6,2,M,52,3,9,P,H,0,IMPERIAL,UNINCORPORATED,2016
90221677,1,7,2,M,33,0,9,P,H,0,IMPERIAL,UNINCORPORATED,2016
90221717,1,1,2,F,73,3,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90221717,1,2,2,F,41,3,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90221717,1,3,1,M,58,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90221717,1,4,2,F,52,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90221717,1,5,2,M,6,4,5,P,G,0,IMPERIAL,UNINCORPORATED,2016
90222572,1,1,2,F,3,0,4,M,Q,0,IMPERIAL,UNINCORPORATED,2016
90222572,1,2,2,F,1,0,6,M,Q,0,IMPERIAL,UNINCORPORATED,2016
90222572,3,1,1,F,30,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90222572,3,2,2,F,37,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90222572,3,3,2,M,15,4,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
90222643,1,1,1,M,32,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90222719,1,1,2,F,27,1,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90222719,1,2,2,F,3,3,4,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90222719,1,3,2,F,7,3,5,P,G,0,IMPERIAL,UNINCORPORATED,2016
90222719,1,4,2,M,6,3,6,P,G,0,IMPERIAL,UNINCORPORATED,2016
90224206,1,1,1,M,19,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90224250,2,1,1,F,45,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90224433,1,1,1,M,28,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90224815,1,1,1,M,45,3,1,L,G,0,IMPERIAL,EL CENTRO,2016
90224839,1,1,1,F,54,1,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90224839,1,2,2,F,32,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90224839,1,3,2,M,4,4,6,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90224852,1,1,1,F,28,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90224852,2,1,2,M,51,3,4,L,G,0,IMPERIAL,UNINCORPORATED,2016
90224852,2,2,2,F,11,3,6,M,G,0,IMPERIAL,UNINCORPORATED,2016
90224852,2,3,1,F,52,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90224852,2,4,2,M,76,4,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90225304,1,1,1,F,40,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90225304,1,2,2,M,7,3,6,P,H,0,IMPERIAL,UNINCORPORATED,2016
90225347,1,1,1,F,47,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90225384,1,1,1,F,59,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90227591,1,1,2,F,47,3,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90227591,1,2,2,F,7,4,5,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90227674,2,1,1,F,33,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90228190,1,1,1,F,20,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90228190,1,2,2,F,40,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90228190,2,1,2,M,21,3,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90228190,2,2,1,F,39,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90228190,2,3,2,F,3,0,6,P,Q,0,IMPERIAL,UNINCORPORATED,2016
90228561,1,1,1,M,34,2,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90228571,1,1,1,F,16,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90229741,1,1,1,M,26,1,1,P,W,1,IMPERIAL,UNINCORPORATED,2016
90230241,1,1,1,M,27,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90230872,1,1,1,F,39,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90230872,1,2,2,F,19,3,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90230872,1,3,2,F,14,3,5,P,H,0,IMPERIAL,UNINCORPORATED,2016
90230930,1,1,1,F,16,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90232029,1,1,1,F,20,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90232029,1,2,2,-,29,0,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90233192,3,1,1,M,29,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90235143,1,1,1,M,48,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90235143,2,1,2,M,37,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90235143,2,2,1,F,56,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90235151,1,1,1,M,50,3,1,L,G,0,IMPERIAL,EL CENTRO,2016
90236819,1,1,1,F,26,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90236819,1,2,2,M,35,2,3,L,H,0,IMPERIAL,UNINCORPORATED,2016
90236877,2,1,2,F,55,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90237907,1,1,1,M,44,3,1,P,G,0,IMPERIAL,UNINCORPORATED,2016
90237907,2,1,1,M,37,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90242645,1,1,1,M,16,3,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90242772,1,1,2,M,15,4,6,M,H,0,IMPERIAL,UNINCORPORATED,2016
90242772,1,2,2,M,44,4,3,M,H,1,IMPERIAL,UNINCORPORATED,2016
90242851,1,1,1,M,24,3,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90242851,1,2,2,M,3,0,6,M,Q,0,IMPERIAL,UNINCORPORATED,2016
90243272,1,1,1,F,51,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90243526,1,1,1,F,25,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90243796,1,1,1,M,58,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90243796,1,2,2,F,98,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90243972,1,1,1,M,72,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90243972,2,1,2,F,14,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90244088,1,1,1,M,19,3,1,M,H,2,IMPERIAL,UNINCORPORATED,2016
90244088,1,2,2,F,26,4,0,P,H,0,IMPERIAL,UNINCORPORATED,2016
90244088,1,3,2,F,18,4,3,M,H,0,IMPERIAL,UNINCORPORATED,2016
90244088,1,4,2,M,25,0,0,P,H,0,IMPERIAL,UNINCORPORATED,2016
90244088,1,5,2,M,22,0,0,P,H,0,IMPERIAL,UNINCORPORATED,2016
90244088,1,6,2,M,30,0,0,P,H,0,IMPERIAL,UNINCORPORATED,2016
90244088,1,7,2,F,49,0,0,P,H,0,IMPERIAL,UNINCORPORATED,2016
90244088,1,8,2,M,44,0,0,P,H,0,IMPERIAL,UNINCORPORATED,2016
90244088,1,9,2,M,29,0,6,P,H,0,IMPERIAL,UNINCORPORATED,2016
90244088,1,10,2,M,52,0,5,P,H,0,IMPERIAL,UNINCORPORATED,2016
90244088,1,11,2,M,15,0,3,M,H,0,IMPERIAL,UNINCORPORATED,2016
90244898,1,1,1,F,57,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90245538,1,1,1,M,61,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90245672,1,1,2,F,14,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90245672,2,1,1,F,62,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90245672,2,2,2,F,40,0,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90246089,1,1,1,F,20,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
90247103,1,1,2,F,67,4,3,M,G,0,IMPERIAL,UNINCORPORATED,2016
90247103,1,2,2,F,39,4,4,P,G,0,IMPERIAL,UNINCORPORATED,2016
90247338,2,1,1,M,47,2,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90247369,1,1,1,F,44,2,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90250520,1,1,2,M,49,0,3,L,G,0,IMPERIAL,UNINCORPORATED,2016
90250520,1,2,1,M,19,4,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90250995,1,1,1,M,88,2,1,P,G,0,IMPERIAL,UNINCORPORATED,2016
90250995,2,1,1,M,57,2,1,L,G,0,IMPERIAL,UNINCORPORATED,2016
90250995,2,2,2,M,60,0,3,M,B,0,IMPERIAL,UNINCORPORATED,2016
90250995,3,1,1,M,49,4,1,M,G,0,IMPERIAL,UNINCORPORATED,2016
